年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10304(實價),透天厝,嘉義市嘉義市北港路746巷1~30號,38.1,3房/2廳/2衛,1 /共2層,55.2,441.06,--,--萬,16.3萬,900萬,600台灣嘉義市西區北港路30號,23.4756655,120.4355605,福全里
10305(實價),透天厝,嘉義市嘉義市北港路268巷1~30號,41.5,2房/2廳/2衛,1 /共2層,26.7,29.65,--,--萬,13.5萬,360萬,600台灣嘉義市西區北港路30號,23.4756655,120.4355605,福全里
10311(實價),透天厝,嘉義市嘉義市北港路268巷1~30號,42,3房/2廳/1衛,1 /共2層,21.13,14.82,--,--萬,5萬,105萬,600台灣嘉義市西區北港路30號,23.4756655,120.4355605,福全里
10311(實價),透天厝,嘉義市嘉義市西區北港路271巷1~30號,6.9,3房/1廳/3衛,1 /共3層,52.63,24.6,--,--萬,15.8萬,830萬,600台灣嘉義市西區北港路30號,23.4756655,120.4355605,福全里
10312(實價),透天厝,嘉義市嘉義市北港路271巷1~30號,7,4房/3廳/3衛,1 /共3層,55.81,25.51,--,--萬,14.9萬,832萬,600台灣嘉義市西區北港路30號,23.4756655,120.4355605,福全里
10311(實價),透天厝,嘉義市嘉義市北港路361~390號,47.3,2房/2廳/1衛,1 /共2層,27.11,39.02,--,--萬,20.5萬,555萬,600台灣嘉義市西區北港路390號,23.4827007,120.4259368,福安里
10301(實價),透天厝,嘉義市嘉義市北港路451~480號,36.3,2房/1廳/2衛,1 /共2層,32.72,11.95,--,--萬,7.6萬,247萬,600台灣嘉義市西區北港路480號,23.4840158,120.4236955,福安里
10303(實價),華廈,嘉義市嘉義市北港路61~90號,21.2,3房/2廳/2衛,5 /共7層,41.45,7.78,--,--萬,6.8萬,280萬,600台灣嘉義市西區北港路63號,23.4771515,120.4350318,福全里
10305(實價),華廈,嘉義市嘉義市西區福全里北港路61~90號,21.3,3房/2廳/2衛,6 /共7層,41.45,7.78,--,--萬,6萬,250萬,600台灣嘉義市西區北港路63號,23.4771515,120.4350318,福全里
10310(實價),華廈,嘉義市嘉義市北港路61~90號,21.8,3房/2廳/2衛,6 /共7層,41.45,7.78,--,--萬,9.5萬,395萬,600台灣嘉義市西區北港路63號,23.4771515,120.4350318,福全里
10309(實價),店面(店鋪),嘉義市嘉義市北港路751~780號,38.1,4房/2廳/2衛,1 /共2層,39.26,29.99,--,--萬,15.3萬,600萬,600台灣嘉義市西區北港路753號,23.4863289,120.41585,大溪里
10302(實價),透天厝,嘉義市嘉義市北園街147巷31~60號,20.3,5房/2廳/6衛,1 /共4層,51.46,28.43,--,--萬,10.7萬,550萬,600台灣嘉義市西區北園街91號,23.4937219,120.4246521,北湖里
10310(實價),透天厝,嘉義市嘉義市北園街91~120號,21.2,5房/3廳/4衛,1 /共4層,62.31,20.87,--,--萬,8萬,500萬,600台灣嘉義市西區北園街91號,23.4937219,120.4246521,北湖里
10311(實價),透天厝,嘉義市嘉義市北榮街181~210號,41,3房/1廳/2衛,1 /共3層,56.31,16.64,--,--萬,12.6萬,710萬,600台灣嘉義市西區北榮街118-162號,23.4805234,120.4453549,番社里
10303(實價),華廈,嘉義市嘉義市北榮街151~180號,18.8,3房/2廳/2衛,2 /共6層,59.6,11.54,--,--萬,8.4萬,500萬,600台灣嘉義市西區北榮街180號,23.4805071,120.4442918,番社里
10304(實價),店面(店鋪),嘉義市嘉義市北榮街151~180號,26.5,3房/1廳/2衛,1 /共4層,175.6,52.63,--,--萬,11萬,1926萬,600台灣嘉義市西區北榮街180號,23.4805071,120.4442918,番社里
10302(實價),華廈,嘉義市嘉義市北榮街121~150號,23.1,5房/1廳/2衛,7 /共7層,85.3,12.33,--,--萬,7.6萬,650萬,600台灣嘉義市西區北榮街78-82號,23.4807719,120.4478229,國華里
10307(實價),店面(店鋪),嘉義市嘉義市北榮街121~150號,22.7,4房/2廳/3衛,1 /共3層,37.49,15.73,--,--萬,19.8萬,743萬,600台灣嘉義市西區北榮街78-82號,23.4807719,120.4478229,國華里
10306(實價),公寓,嘉義市嘉義市北榮街61~90號,27.9,9房/5廳/5衛,3 /共5層,140.2,28.43,--,--萬,17.5萬,2450萬,600台灣嘉義市西區北榮街90號,23.4807766,120.4469119,番社里
10305(實價),透天厝,嘉義市嘉義市西區竹圍里北興街211~240號,36.2,3房/2廳/3衛,1 /共3層,42.14,24.2,--,--萬,16.6萬,700萬,600台灣嘉義市西區北興街228號,23.4848509,120.4399621,竹圍里
10301(實價),透天厝,嘉義市嘉義市重興里北興街172巷1~30號,30.7,3房/1廳/3衛,1 /共2層,28.7,22.08,--,--萬,9.8萬,280萬,600台灣嘉義市西區北興街238號,23.4851705,120.4395905,重興里
10309(實價),透天厝,嘉義市嘉義市北興街211~240號,36.5,4房/2廳/2衛,1 /共3層,45.87,25.71,--,--萬,14.8萬,680萬,600台灣嘉義市西區北興街240號,23.4850914,120.4397495,重興里
10304(實價),透天厝,嘉義市嘉義市竹圍里2鄰北興街241~270號,40.4,5房/2廳/3衛,1 /共2層,32.92,28.74,--,--萬,20.7萬,680萬,600台灣嘉義市西區北興街241號,23.4854345,120.4387121,竹圍里
10305(實價),透天厝,嘉義市嘉義市北興街410巷1~30號,7.2,4房/3廳/3衛,1 /共4層,61.8,24.2,--,--萬,9.7萬,600萬,600台灣嘉義市西區北興街342-1號,23.4858521,120.4376661,竹圍里
10302(實價),透天厝,嘉義市嘉義市北興街400巷1~30號,32.7,3房/2廳/2衛,1 /共2層,32.21,26.01,--,--萬,17.3萬,556萬,600台灣嘉義市西區北興街400巷2號,23.4869445,120.4364296,保安里
10308(實價),透天厝,嘉義市嘉義市北興路365巷1~30號,46.6,2房/1廳/1衛,1 /共1層,9.57,18.45,--,--萬,22萬,210萬,600台灣嘉義市西區北興街411巷5號,23.4872323,120.4347801,竹圍里
10310(實價),透天厝,嘉義市嘉義市保安里北興街421~450號,27.6,6房/1廳/5衛,1 /共4層,60.62,24.81,--,--萬,23.3萬,1410萬,600台灣嘉義市西區北興街442號,23.4875594,120.4346727,保安里
10302(實價),透天厝,嘉義市嘉義市北興街91~120號,20.2,4房/2廳/2衛,1 /共3層,14.9,7.36,--,--萬,12.5萬,186萬,600台灣嘉義市西區北興街91號,23.4835454,120.4425725,後驛里
10302(實價),透天厝,嘉義市嘉義市北鎮街91~120號,20.7,5房/2廳/4衛,1 /共4層,64.66,23.35,--,--萬,9.7萬,625萬,600台灣嘉義市西區北鎮街106-108號,23.4867302,120.4317054,竹圍里
10304(實價),透天厝,嘉義市嘉義市北鎮街91~120號,0.8,4房/2廳/3衛,1 /共3層,57.35,30.25,--,--萬,16萬,920萬,600台灣嘉義市西區北鎮街106-108號,23.4867302,120.4317054,竹圍里
10307(實價),透天厝,嘉義市嘉義市嘉義市北鎮街120巷1~30號,43.3,1房/1廳/1衛,1 /共1層,15.64,14.82,--,--萬,10.2萬,160萬,600台灣嘉義市西區北鎮街120巷9號,23.4861607,120.4313315,保福里
10304(實價),透天厝,嘉義市嘉義市北鎮街121~150號,20.8,4房/2廳/4衛,1 /共4層,60.81,21.78,--,--萬,11.2萬,680萬,600台灣嘉義市西區北鎮街150號,23.4858329,120.4316685,竹圍里
10303(實價),華廈,嘉義市嘉義市北鎮街34巷1~30號,23.8,1房/1廳/1衛,4 /共6層,15.47,3.73,--,--萬,7.6萬,118萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10307(實價),套房,嘉義市嘉義市北鎮街34巷1~30號,24.2,1房/1廳/1衛,5 /共6層,15.47,3.73,--,--萬,4.1萬,63萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10308(實價),透天厝,嘉義市嘉義市北鎮街25巷1~30號,24.2,5房/1廳/4衛,1 /共3層,36.16,21.48,--,--萬,14.2萬,515萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10309(實價),華廈,嘉義市嘉義市北鎮街34巷1~30號,24.3,1房/1廳/1衛,5 /共6層,13.54,3.25,--,--萬,6.9萬,93萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10310(實價),套房,嘉義市嘉義市北鎮街34巷1~30號,24.4,1房/1廳/1衛,3 /共6層,15.47,3.73,--,--萬,6.1萬,95萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10310(實價),華廈,嘉義市嘉義市北鎮街34巷1~30號,24.4,3房/2廳/1衛,5 /共6層,29.01,7.02,--,--萬,6.9萬,200萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10311(實價),透天厝,嘉義市嘉義市北鎮街148巷1~30號,19.3,3房/2廳/3衛,1 /共3層,40.94,24.81,--,--萬,4.2萬,171萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10307(實價),店面(店鋪),嘉義市嘉義市四維南路31~60號,22.1,3房/1廳/2衛,1 /共7層,19.92,3.51,--,--萬,5萬,100萬,600台灣嘉義市西區四維南路60號,23.4752617,120.4256801,磚瑤里
10310(實價),華廈,嘉義市嘉義市四維南路31~60號,22.3,2房/2廳/2衛,1 /共7層,19.92,3.51,--,--萬,5萬,100萬,600台灣嘉義市西區四維南路60號,23.4752617,120.4256801,磚瑤里
10311(實價),住宅大樓(含車位),嘉義市嘉義市四維路91~120號,15.8,2房/2廳/1衛,7 /共13層,26.93,2.91,3.06,--萬,8.5萬,230萬,600台灣嘉義市西區四維路120號,23.4804893,120.4259844,福安里
10307(實價),透天厝,嘉義市嘉義市四維路301~330號,4.8,5房/2廳/6衛,1 /共4層,66.26,28.43,--,--萬,15.1萬,1000萬,600台灣嘉義市西區四維路301號,23.4874057,120.4272811,福安里
10310(實價),透天厝,嘉義市嘉義市國揚三街1~30號,22.2,2房/2廳/2衛,1 /共4層,59.54,22.08,--,--萬,12.3萬,735萬,600台灣嘉義市西區四維路368號,23.4875152,120.4278406,保福里
10312(實價),透天厝,嘉義市嘉義市下埤1~30號,16,4房/2廳/3衛,1 /共3層,49.23,30.69,--,--萬,10.4萬,510萬,600台灣嘉義市西區市2鄉道15號,23.4923265,120.409005,下埤里
10306(實價),透天厝,嘉義市嘉義市平等街31~60號,25.6,3房/2廳/2衛,1 /共2層,38.97,34.79,--,--萬,12.8萬,500萬,600台灣嘉義市西區平等街60號,23.4725296,120.4356681,新西里
10301(實價),住宅大樓,嘉義市嘉義市民生北路151~180號,21,1房/1廳/1衛,5 /共12層,56.59,2.48,--,--萬,2.3萬,130萬,600台灣嘉義市西區民生北路151號,23.4776247,120.4462905,西榮里
10305(實價),住宅大樓,嘉義市嘉義市民生北路151~180號,21.3,2房/1廳/1衛,9 /共12層,33.17,3.12,--,--萬,7.8萬,258萬,600台灣嘉義市西區民生北路151號,23.4776247,120.4462905,西榮里
10305(實價),住宅大樓(含車位),嘉義市嘉義市民生北路151~180號,21.3,1房/1廳/1衛,9 /共12層,44.65,1.44,--,--萬,3萬,135萬,600台灣嘉義市西區民生北路151號,23.4776247,120.4462905,西榮里
10310(實價),住宅大樓,嘉義市嘉義市民生北路151~180號,21.8,3房/1廳/2衛,7 /共12層,38.78,3.91,--,--萬,6.2萬,240萬,600台灣嘉義市西區民生北路151號,23.4776247,120.4462905,西榮里
10305(實價),透天厝,嘉義市嘉義市民生北路331~360號,60.5,2房/1廳/1衛,1 /共2層,29.65,23.9,--,--萬,33.7萬,1000萬,600台灣嘉義市西區民生北路297號,23.4825617,120.4458039,國華里
10312(實價),華廈,嘉義市嘉義市民生北路1~30號,35,2房/1廳/1衛,4 /共10層,19.98,2.36,--,--萬,8.5萬,170萬,600台灣嘉義市西區民生北路3號,23.4741426,120.446669,新富里
10301(實價),華廈,嘉義市嘉義市盧厝91~120號,23.8,3房/2廳/2衛,5 /共7層,36.85,7.64,--,--萬,6.8萬,250萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10303(實價),華廈,嘉義市嘉義市盧厝91~120號,23.9,2房/2廳/2衛,6 /共7層,20.78,3.88,--,--萬,7.6萬,158萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10304(實價),透天厝,嘉義市嘉義市盧厝91~120號,21.3,4房/2廳/2衛,1 /共2層,29.3,26.32,--,--萬,15.4萬,450萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10307(實價),華廈,嘉義市嘉義市盧厝91~120號,24.3,3房/1廳/2衛,6 /共7層,22.36,5.67,--,--萬,6萬,135萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),華廈,嘉義市嘉義市盧厝91~120號,24.4,2房/1廳/1衛,3 /共7層,20.59,3.88,--,--萬,7.8萬,160萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,61.53,30.85,--,--萬,13.1萬,809萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,61.53,30.85,--,--萬,13.8萬,846萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,75.96,46.89,--,--萬,12.7萬,965萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,6房/2廳/5衛,1 /共3層,61.53,30.55,--,--萬,13.3萬,820萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,4房/2廳/3衛,1 /共3層,61.53,30.55,--,--萬,13.4萬,826萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,6房/2廳/5衛,1 /共3層,61.53,30.55,--,--萬,13.3萬,820萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,61.53,30.55,--,--萬,13萬,800萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,61.53,30.55,--,--萬,13.1萬,806萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,61.53,30.85,--,--萬,13.1萬,805萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,62.44,31.16,--,--萬,13.4萬,838萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/3衛,1 /共3層,67.92,39.63,--,--萬,13萬,880萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/3衛,1 /共3層,61.53,30.55,--,--萬,12.8萬,790萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,61.53,30.55,--,--萬,13萬,800萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,61.53,30.55,--,--萬,12.8萬,786萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,4房/2廳/4衛,1 /共3層,66.86,33.58,--,--萬,12.9萬,860萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,61.53,30.55,--,--萬,12.7萬,780萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,4房/2廳/3衛,1 /共3層,61.53,30.85,--,--萬,12.8萬,790萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/5衛,1 /共3層,61.53,30.85,--,--萬,13萬,800萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,5房/2廳/4衛,1 /共3層,61.53,30.55,--,--萬,12.7萬,780萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10309(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.1,6房/2廳/5衛,1 /共3層,64.21,32.37,--,--萬,13.1萬,840萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10310(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.2,5房/2廳/5衛,1 /共3層,61.14,30.55,--,--萬,12.8萬,785萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10311(實價),透天厝,嘉義市嘉義市盧厝91~120號,0.3,5房/2廳/3衛,1 /共3層,61.53,30.55,--,--萬,12.7萬,780萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10312(實價),華廈,嘉義市嘉義市盧厝91~120號,24.7,3房/2廳/2衛,7 /共7層,36.85,7.64,--,--萬,7.6萬,280萬,600台灣嘉義市西區民生南路120巷1號,23.469895,120.4465293,致遠里
10301(實價),透天厝,嘉義市嘉義市永安街301~330號,8,6房/3廳/5衛,1 /共4層,76.31,33.28,--,--萬,15.7萬,1200萬,600台灣嘉義市西區民生南路131號,23.4704025,120.4473033,育英里
10303(實價),住宅大樓(含車位),嘉義市嘉義市永安街301~330號,9.4,4房/2廳/2衛,2 /共14層,60.23,10.55,--,--萬,8.8萬,532萬,600台灣嘉義市西區民生南路131號,23.4704025,120.4473033,育英里
10309(實價),住宅大樓,嘉義市嘉義市永安街301~330號,9.9,4房/1廳/2衛,14 /共14層,60.24,10.55,--,--萬,8.9萬,535萬,600台灣嘉義市西區民生南路131號,23.4704025,120.4473033,育英里
10303(實價),店面(店鋪),嘉義市嘉義市民生南路241~270號,25.7,5房/2廳/4衛,4 /共5層,110.51,25.11,--,--萬,9萬,1000萬,600台灣嘉義市西區民生南路242號,23.4673384,120.4456795,美源里
10302(實價),華廈,嘉義市嘉義市民生南路271~300號,25,3房/1廳/3衛,5 /共7層,57.51,10.57,--,--萬,6.6萬,380萬,600台灣嘉義市西區民生南路263號,23.4642732,120.4451217,美源里
10306(實價),華廈,嘉義市嘉義市民生南路271~300號,25.3,1房/0廳/1衛,3 /共7層,10.26,1.56,--,--萬,8.4萬,86萬,600台灣嘉義市西區民生南路263號,23.4642732,120.4451217,美源里
10307(實價),華廈,嘉義市嘉義市民生南路271~300號,25.4,3房/1廳/2衛,1 /共7層,41.15,7.44,--,--萬,7.5萬,310萬,600台灣嘉義市西區民生南路263號,23.4642732,120.4451217,美源里
10311(實價),套房,嘉義市嘉義市民生南路271~300號,25.8,1房/1廳/1衛,2 /共7層,10.26,1.56,--,--萬,11.7萬,120萬,600台灣嘉義市西區民生南路263號,23.4642732,120.4451217,美源里
10311(實價),住宅大樓,嘉義市嘉義市民生南路271~300號,25.8,2房/1廳/1衛,5 /共7層,21.34,4.2,--,--萬,7.8萬,167萬,600台灣嘉義市西區民生南路263號,23.4642732,120.4451217,美源里
10311(實價),套房,嘉義市嘉義市民生南路271~300號,25.8,1房/1廳/1衛,5 /共7層,8.56,1.32,--,--萬,6.2萬,53萬,600台灣嘉義市西區民生南路263號,23.4642732,120.4451217,美源里
10309(實價),店面(店鋪),嘉義市嘉義市民生南路301~330號,44.9,4房/3廳/3衛,1 /共2層,34.36,26.62,--,--萬,34.9萬,1200萬,600台灣嘉義市西區民生南路303號,23.4634687,120.4447992,美源里
10309(實價),透天厝,嘉義市嘉義市民生南路301~330號,44.3,5房/2廳/2衛,1 /共2層,34.89,27.83,--,--萬,22.1萬,770萬,600台灣嘉義市西區民生南路303號,23.4634687,120.4447992,美源里
10305(實價),公寓,嘉義市嘉義市民生南路331~360號,28.4,3房/2廳/2衛,3 /共4層,32.12,15.9,--,--萬,6.4萬,207萬,600台灣嘉義市西區民生南路335號,23.4617789,120.4441554,光路里
10305(實價),透天厝,嘉義市嘉義市民生南路590巷31~60號,39.4,2房/1廳/2衛,1 /共2層,29.45,21.17,--,--萬,7.6萬,223萬,600台灣嘉義市西區民生南路40號,23.4726668,120.4468522,導明里
10312(實價),透天厝,嘉義市嘉義市民生南路421巷31~60號,35.2,4房/2廳/2衛,1 /共2層,28.79,25.11,--,--萬,5.2萬,148萬,600台灣嘉義市西區民生南路421巷43號,23.4594711,120.4448969,光路里
10312(實價),透天厝,嘉義市嘉義市民生南路463巷16弄31~60號,30,4房/2廳/2衛,1 /共2層,27.36,20.87,--,--萬,14.8萬,405萬,600台灣嘉義市西區民生南路463巷16弄28-33號,23.4581835,120.4449779,光路里
10301(實價),店面(店鋪),嘉義市嘉義市民生南路466巷31~60號,19.2,4房/2廳/4衛,1 /共6層,48.67,12,--,--萬,8.8萬,428萬,600台灣嘉義市西區民生南路466巷31號,23.4610767,120.4424157,光路里
10304(實價),透天厝,嘉義市嘉義市民生南路466巷61~90號,40.4,3房/2廳/2衛,1 /共2層,46.98,37.21,--,--萬,4.3萬,200萬,600台灣嘉義市西區民生南路466巷61號,23.4611066,120.4416266,光路里
10304(實價),透天厝,嘉義市嘉義市西區光路里民生南路545巷31~60號,39,2房/1廳/1衛,1 /共2層,23.73,40.84,--,--萬,17.9萬,425萬,600台灣嘉義市西區民生南路545巷31號,23.456455,120.4447215,光路里
10312(實價),辦公商業大樓,嘉義市嘉義市民生南路541~570號,0.3,4房/2廳/4衛,3 /共4層,63.17,30.25,--,--萬,25.6萬,1620萬,600台灣嘉義市西區民生南路570號,23.4583748,120.443334,獅子里
10310(實價),華廈,嘉義市嘉義市民生南路608巷181~210號,29.2,2房/2廳/1衛,4 /共5層,29.9,7.7,--,--萬,5萬,150萬,600台灣嘉義市西區民生南路608巷180號,23.4576694,120.4408412,獅子里
10310(實價),公寓,嘉義市嘉義市民生南路608巷181~210號,29.2,3房/1廳/1衛,3 /共5層,31.72,8.19,--,--萬,7萬,222萬,600台灣嘉義市西區民生南路608巷180號,23.4576694,120.4408412,獅子里
10302(實價),住宅大樓,嘉義市嘉義市民生南路61~90號,16.8,3房/1廳/2衛,1 /共12層,54.34,6.76,--,--萬,12.9萬,700萬,600台灣嘉義市西區民生南路63-69號,23.4719539,120.4470525,導明里
10312(實價),公寓,嘉義市嘉義市民生南路590巷61~90號,29.5,2房/1廳/1衛,4 /共5層,19.11,6.39,--,--萬,11.5萬,220萬,600台灣嘉義市西區民生南路63-69號,23.4719539,120.4470525,導明里
10311(實價),透天厝,嘉義市嘉義市民生南路601~630號,34,4房/2廳/2衛,1 /共2層,32.15,29.34,--,--萬,40.4萬,1300萬,600台灣嘉義市西區民生南路698-720號,23.4556714,120.4434177,湖內里
10301(實價),華廈(含車位),嘉義市嘉義市興仁街38巷1~30號,19.1,3房/2廳/2衛,1 /共9層,55.78,14.51,--,--萬,7.3萬,410萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10301(實價),透天厝,嘉義市嘉義市民生南路317巷1~30號,44.3,3房/1廳/2衛,1 /共2層,26.76,22.99,--,--萬,11.2萬,300萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10301(實價),透天厝,嘉義市嘉義市民生南路545巷26弄1~30號,37.4,4房/2廳/2衛,1 /共2層,26.69,17.24,--,--萬,8.2萬,220萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10302(實價),華廈,嘉義市嘉義市民生南路510巷1~30號,22.8,4房/2廳/2衛,5 /共9層,44.16,8.79,--,--萬,9萬,399萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10302(實價),華廈,嘉義市嘉義市福全街107巷1~30號,19.1,3房/1廳/2衛,6 /共8層,36.12,7.08,--,--萬,7.2萬,260萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10303(實價),透天厝,嘉義市嘉義市福全街125巷1~30號,33.5,2房/2廳/2衛,1 /共2層,39.26,27.53,--,--萬,9.7萬,380萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10303(實價),透天厝,嘉義市嘉義市民生南路437巷1~30號,44.3,3房/2廳/1衛,1 /共2層,25.03,31.16,--,--萬,10萬,250萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10303(實價),華廈,嘉義市嘉義市福全街107巷1~30號,19.2,2房/1廳/1衛,4 /共8層,18.83,3.57,--,--萬,7.3萬,138萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10303(實價),透天厝,嘉義市嘉義市民生南路608巷1~30號,36.4,2房/2廳/2衛,1 /共2層,34.49,21.78,--,--萬,11.7萬,405萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10303(實價),華廈(含車位),嘉義市嘉義市福全街107巷1~30號,19.2,3房/2廳/2衛,3 /共8層,38.24,6.32,--,--萬,7.5萬,285萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10303(實價),透天厝,嘉義市嘉義市民族路352巷1~30號,53.2,3房/2廳/1衛,1 /共2層,30.82,20.87,--,--萬,7.9萬,243萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10303(實價),透天厝,嘉義市嘉義市民生南路111巷1~30號,49,2房/1廳/1衛,1 /共2層,27.83,24.3,--,--萬,6.6萬,185萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10304(實價),華廈,嘉義市嘉義市福全街107巷1~30號,19.3,3房/1廳/2衛,5 /共8層,35.12,6.9,--,--萬,7.1萬,250萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10304(實價),住宅大樓,嘉義市嘉義市民生南路55巷1~30號,17,3房/2廳/2衛,7 /共12層,30.17,3.87,--,--萬,8.6萬,258萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10305(實價),住宅大樓(含車位),嘉義市嘉義市民生南路55巷1~30號,17.1,3房/2廳/2衛,12 /共12層,39.98,5.18,--,--萬,8.3萬,330萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10305(實價),透天厝,嘉義市嘉義市民生南路135巷1~30號,46.7,3房/2廳/1衛,1 /共2層,20.74,16.94,--,--萬,9.2萬,190萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
10305(實價),透天厝,嘉義市嘉義市民生南路545巷1~30號,39.9,3房/2廳/2衛,1 /共2層,26.57,41.44,--,--萬,15.8萬,420萬,600台灣嘉義市西區民生南路850巷1弄30號,23.4545835,120.4393273,湖內里
