年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10211(實價),住宅大樓,嘉義市嘉義市世賢路一段631~660號,19.3,3房/2廳/2衛,6 /共12層,40.27,3.89,--,#NAME?,8.1萬,325萬,600台灣嘉義市西區世賢路一段630號,23.4931556,120.4301178,保安里
10203(實價),住宅大樓,嘉義市嘉義市世賢路一段661~690號,19.9,3房/2廳/2衛,3 /共7層,34.39,6.04,--,#NAME?,5萬,172萬,600台灣嘉義市西區世賢路一段659號,23.4909493,120.4292907,保福里
10205(實價),住宅大樓,嘉義市嘉義市世賢路一段661~690號,20.1,3房/2廳/2衛,3 /共7層,34.39,6.04,--,#NAME?,8.4萬,290萬,600台灣嘉義市西區世賢路一段659號,23.4909493,120.4292907,保福里
10211(實價),華廈,嘉義市嘉義市世賢路一段661~690號,20.6,3房/2廳/2衛,4 /共7層,34.95,6.14,--,#NAME?,8.3萬,290萬,600台灣嘉義市西區世賢路一段659號,23.4909493,120.4292907,保福里
10206(實價),華廈,嘉義市嘉義市世賢路一段691~720號,20.1,3房/3廳/2衛,1 /共10層,41.22,5.86,--,#NAME?,7.3萬,300萬,600台灣嘉義市西區世賢路一段692號,23.4919674,120.4291998,保安里
10204(實價),住宅大樓,嘉義市嘉義市世賢路一段811~840號,20.1,3房/2廳/2衛,5 /共12層,40.8,3.74,--,#NAME?,7.5萬,304萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10205(實價),住宅大樓,嘉義市嘉義市世賢路一段811~840號,20.2,3房/2廳/2衛,8 /共12層,39.96,3.7,--,#NAME?,7萬,280萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10205(實價),住宅大樓,嘉義市嘉義市世賢路一段811~840號,20.2,3房/2廳/2衛,6 /共12層,35.05,3.16,--,#NAME?,5.3萬,185萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10205(實價),住宅大樓,嘉義市嘉義市世賢路一段811~840號,20.2,3房/2廳/2衛,4 /共12層,35.05,3.27,--,#NAME?,6.3萬,220萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10205(實價),住宅大樓,嘉義市嘉義市世賢路一段811~840號,20.2,3房/2廳/2衛,4 /共12層,37.49,3.34,--,#NAME?,5.9萬,222萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10206(實價),住宅大樓,嘉義市嘉義市世賢路一段811~840號,20.3,3房/2廳/2衛,9 /共12層,38.73,3.48,--,#NAME?,7.1萬,275萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10206(實價),住宅大樓,嘉義市嘉義市世賢路一段811~840號,20.3,3房/2廳/2衛,10 /共12層,38.73,3.48,--,#NAME?,6.6萬,255萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10207(實價),住宅大樓,嘉義市嘉義市世賢路一段811~840號,20.3,3房/2廳/2衛,8 /共12層,40.38,3.7,--,#NAME?,6.3萬,256萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10210(實價),住宅大樓(含車位),嘉義市嘉義市世賢路一段811~840號,20.6,3房/2廳/2衛,6 /共12層,35.05,3.16,--,#NAME?,9.4萬,330萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10211(實價),華廈,嘉義市嘉義市世賢路一段811~840號,20.7,3房/1廳/2衛,10 /共12層,41.19,3.77,--,#NAME?,6.8萬,280萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10212(實價),住宅大樓(含車位),嘉義市嘉義市世賢路一段811~840號,20.8,3房/2廳/2衛,10 /共12層,38.73,3.48,--,#NAME?,9.1萬,352萬,600台灣嘉義市西區世賢路一段813號,23.486358,120.425069,福安里
10204(實價),華廈,嘉義市嘉義市世賢路一段871~900號,19.8,3房/2廳/2衛,5 /共7層,42.65,7.21,--,#NAME?,6.2萬,263萬,600台灣嘉義市西區世賢路一段867號,23.4854104,120.4242013,福安里
10212(實價),透天厝,嘉義市嘉義市世賢路二段181~210號,6.7,4房/3廳/4衛,1 /共4層,54.3,25.71,--,#NAME?,16.8萬,910萬,600台灣嘉義市西區世賢路二段181號,23.4742805,120.4214991,港坪里
10204(實價),透天厝,嘉義市嘉義市世賢路二段271~300號,31.8,4房/1廳/2衛,1 /共2層,39.07,29.34,--,#NAME?,13.5萬,528萬,600台灣嘉義市西區世賢路二段273號,23.4724046,120.4220121,港坪里
10205(實價),透天厝,嘉義市嘉義市世賢路三段91~120號,9.8,4房/2廳/4衛,1 /共3層,49.16,19.97,--,#NAME?,11.5萬,566萬,600台灣嘉義市西區世賢路三段111號,23.4641293,120.4297636,車店里
10206(實價),住宅大樓(含車位),嘉義市嘉義市世賢路三段151~180號,19.7,3房/2廳/2衛,12 /共12層,39.01,3.92,--,#NAME?,8.8萬,345萬,600台灣嘉義市西區世賢路三段151號,23.463308,120.4308058,福民里
10207(實價),住宅大樓(含車位),嘉義市嘉義市世賢路三段151~180號,19.8,3房/2廳/2衛,4 /共12層,36.63,3.71,--,#NAME?,9.3萬,340萬,600台灣嘉義市西區世賢路三段151號,23.463308,120.4308058,福民里
10207(實價),住宅大樓,嘉義市嘉義市世賢路三段151~180號,19.8,3房/2廳/2衛,8 /共12層,36.63,3.71,--,#NAME?,6.8萬,250萬,600台灣嘉義市西區世賢路三段151號,23.463308,120.4308058,福民里
10212(實價),住宅大樓,嘉義市嘉義市世賢路三段151~180號,20.2,3房/2廳/2衛,9 /共12層,30.56,3.71,--,#NAME?,9.8萬,300萬,600台灣嘉義市西區世賢路三段151號,23.463308,120.4308058,福民里
10204(實價),住宅大樓,嘉義市嘉義市世賢路三段211~240號,19.5,4房/1廳/3衛,1 /共12層,59.9,8.21,--,#NAME?,5.6萬,335萬,600台灣嘉義市西區世賢路三段205號,23.4623071,120.4320898,福民里
10212(實價),住宅大樓(含車位),嘉義市嘉義市世賢路三段211~240號,20.2,3房/1廳/2衛,7 /共12層,45.47,5.07,--,#NAME?,5.8萬,265萬,600台灣嘉義市西區世賢路三段205號,23.4623071,120.4320898,福民里
10207(實價),透天厝,嘉義市嘉義市世賢路三段271~300號,24.3,4房/3廳/3衛,1 /共2層,46.29,26.62,--,#NAME?,17.7萬,820萬,600台灣嘉義市西區世賢路三段271號,23.4615379,120.4333304,福民里
10208(實價),透天厝,嘉義市嘉義市世賢路三段271~300號,24.3,4房/3廳/2衛,1 /共2層,51.9,30.85,--,#NAME?,20.8萬,1080萬,600台灣嘉義市西區世賢路三段271號,23.4615379,120.4333304,福民里
10206(實價),透天厝,嘉義市嘉義市世賢路四段91~120號,9.8,7房/2廳/8衛,1 /共5層,75.52,28.91,--,#NAME?,14.3萬,1080萬,600台灣嘉義市西區世賢路四段120號,23.4617194,120.4436155,光路里
10201(實價),華廈(含車位),嘉義市嘉義市世賢路四段350巷21弄31~60號,18.6,3房/2廳/2衛,10 /共10層,41.7,7.2,--,#NAME?,7.9萬,328萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10203(實價),華廈(含車位),嘉義市嘉義市世賢路四段350巷21弄31~60號,18.8,2房/2廳/2衛,9 /共10層,29.64,7.2,--,#NAME?,7.8萬,230萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10206(實價),華廈,嘉義市嘉義市世賢路四段350巷21弄31~60號,20.8,3房/2廳/1衛,3 /共6層,22.4,6.29,--,#NAME?,7.7萬,172萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10207(實價),華廈,嘉義市嘉義市世賢路四段350巷21弄31~60號,20.8,2房/1廳/1衛,6 /共6層,24.17,5.16,--,#NAME?,7.4萬,180萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10207(實價),華廈,嘉義市嘉義市世賢路四段350巷21弄31~60號,19.1,3房/2廳/2衛,6 /共10層,30.46,6.5,--,#NAME?,5.5萬,168萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10207(實價),華廈,嘉義市嘉義市世賢路四段350巷21弄31~60號,20.8,3房/2廳/1衛,3 /共6層,29.66,6.29,--,#NAME?,8.4萬,250萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10208(實價),華廈,嘉義市嘉義市世賢路四段350巷21弄31~60號,20.9,3房/1廳/2衛,2 /共6層,21.95,6.03,--,#NAME?,9.1萬,200萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10208(實價),華廈,嘉義市嘉義市世賢路四段350巷21弄31~60號,19.2,3房/2廳/2衛,4 /共10層,33.69,7.2,--,#NAME?,8.5萬,288萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10208(實價),華廈,嘉義市嘉義市世賢路四段350巷21弄31~60號,19.2,2房/1廳/1衛,6 /共10層,33.69,7.2,--,#NAME?,6.8萬,230萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10209(實價),華廈,嘉義市嘉義市世賢路四段350巷21弄31~60號,21,2房/2廳/1衛,6 /共6層,24.17,5.16,--,#NAME?,10.3萬,250萬,600台灣嘉義市西區世賢路四段350巷21弄31號,23.4633721,120.4506287,美源里
10201(實價),華廈,嘉義市嘉義市世賢路四段456巷1~30號,16.3,3房/2廳/2衛,7 /共7層,25.97,4.37,--,#NAME?,8.3萬,215萬,600台灣嘉義市西區世賢路四段350巷27弄1號,23.462494,120.4502358,美源里
10202(實價),透天厝,嘉義市嘉義市世賢路四段350巷27弄1~30號,18,6房/2廳/5衛,1 /共4層,53.09,20.27,--,#NAME?,8.3萬,440萬,600台灣嘉義市西區世賢路四段350巷27弄1號,23.462494,120.4502358,美源里
10203(實價),公寓,嘉義市嘉義市世賢路四段350巷16弄1~30號,28.3,3房/2廳/2衛,3 /共5層,32.1,10.44,--,#NAME?,5.5萬,175萬,600台灣嘉義市西區世賢路四段350巷27弄1號,23.462494,120.4502358,美源里
10203(實價),華廈,嘉義市嘉義市世賢路四段350巷21弄1~30號,18.8,3房/1廳/2衛,9 /共10層,32.32,6.96,--,#NAME?,2.7萬,87萬,600台灣嘉義市西區世賢路四段350巷27弄1號,23.462494,120.4502358,美源里
10205(實價),華廈,嘉義市嘉義市世賢路四段456巷1~30號,16.7,3房/2廳/2衛,3 /共7層,40.44,7.69,--,#NAME?,7萬,285萬,600台灣嘉義市西區世賢路四段350巷27弄1號,23.462494,120.4502358,美源里
10207(實價),透天厝,嘉義市嘉義市世賢路四段350巷27弄1~30號,18.4,5房/3廳/5衛,1 /共4層,53.09,20.27,--,#NAME?,12.6萬,670萬,600台灣嘉義市西區世賢路四段350巷27弄1號,23.462494,120.4502358,美源里
10207(實價),住宅大樓,嘉義市嘉義市世賢路四段350巷21弄1~30號,19.1,4房/2廳/2衛,10 /共10層,26.4,7.14,--,#NAME?,12.5萬,330萬,600台灣嘉義市西區世賢路四段350巷27弄1號,23.462494,120.4502358,美源里
10212(實價),透天厝,嘉義市嘉義市世賢路四段350巷16弄1~30號,27.6,4房/1廳/3衛,1 /共2層,31.35,21.48,--,#NAME?,8.6萬,270萬,600台灣嘉義市西區世賢路四段350巷27弄1號,23.462494,120.4502358,美源里
10210(實價),透天厝,嘉義市嘉義市世賢路四段350巷31~60號,18.7,4房/2廳/4衛,1 /共4層,53.22,25.02,--,#NAME?,11萬,588萬,600台灣嘉義市西區世賢路四段350巷27弄30號,23.46274,120.4508555,美源里
10207(實價),透天厝,嘉義市嘉義市世賢路四段56巷1~30號,38.7,3房/2廳/2衛,1 /共2層,23.65,17.24,--,#NAME?,14.2萬,335萬,600台灣嘉義市西區世賢路四段56巷12號,23.4613912,120.4419885,光路里
10206(實價),透天厝,嘉義市嘉義市北文街91~120號,0.1,4房/3廳/5衛,1 /共4層,76.8,44.81,--,#NAME?,9.9萬,761萬,600台灣嘉義市西區北文街91號,23.4957541,120.421982,北湖里
10206(實價),透天厝,嘉義市嘉義市北文街91~120號,0.1,4房/3廳/5衛,1 /共4層,60.47,28.43,--,#NAME?,10.4萬,626萬,600台灣嘉義市西區北文街91號,23.4957541,120.421982,北湖里
10206(實價),透天厝,嘉義市嘉義市北文街91~120號,0.1,4房/3廳/5衛,1 /共4層,62.59,33.28,--,#NAME?,10.2萬,638萬,600台灣嘉義市西區北文街91號,23.4957541,120.421982,北湖里
10208(實價),透天厝,嘉義市嘉義市北文街91~120號,1.8,5房/3廳/5衛,1 /共4層,63.4,36,--,#NAME?,10.7萬,680萬,600台灣嘉義市西區北文街91號,23.4957541,120.421982,北湖里
10211(實價),透天厝,嘉義市嘉義市北文街113巷1~30號,0.1,5房/2廳/3衛,1 /共3層,47.53,32.47,--,#NAME?,12.6萬,600萬,600台灣嘉義市西區北文街91號,23.4957541,120.421982,北湖里
10211(實價),透天厝,嘉義市嘉義市北文街113巷1~30號,0.1,5房/2廳/3衛,1 /共3層,47.53,34.28,--,#NAME?,13萬,618萬,600台灣嘉義市西區北文街91號,23.4957541,120.421982,北湖里
10211(實價),透天厝,嘉義市嘉義市北文街113巷1~30號,0.1,4房/2廳/3衛,1 /共3層,42.01,27.63,--,#NAME?,12.4萬,520萬,600台灣嘉義市西區北文街91號,23.4957541,120.421982,北湖里
10211(實價),透天厝,嘉義市嘉義市北文街113巷1~30號,0.1,4房/2廳/3衛,1 /共3層,43.73,27.93,--,#NAME?,12.5萬,546萬,600台灣嘉義市西區北文街91號,23.4957541,120.421982,北湖里
10212(實價),透天厝,嘉義市嘉義市北文街113巷1~30號,0.2,6房/2廳/3衛,1 /共3層,49.77,34.28,--,#NAME?,12.6萬,625萬,600台灣嘉義市西區北文街91號,23.4957541,120.421982,北湖里
10201(實價),透天厝,嘉義市嘉義市北安路124巷1~30號,0.2,4房/3廳/3衛,1 /共4層,55.81,21.17,--,#NAME?,12.5萬,700萬,600台灣嘉義市西區北安路6號,23.4900819,120.4338322,保安里
10203(實價),透天厝,嘉義市嘉義市北安路133巷1~30號,0.8,4房/3廳/3衛,1 /共4層,50.16,31.01,--,#NAME?,15.3萬,768萬,600台灣嘉義市西區北安路6號,23.4900819,120.4338322,保安里
10207(實價),透天厝,嘉義市嘉義市北安路133巷1~30號,1.2,5房/2廳/3衛,1 /共4層,54.28,30.71,--,#NAME?,15.1萬,820萬,600台灣嘉義市西區北安路6號,23.4900819,120.4338322,保安里
10205(實價),透天厝,嘉義市嘉義市北社尾路271~300號,5.8,4房/2廳/3衛,1 /共4層,64.85,33.56,--,#NAME?,10.8萬,700萬,600台灣嘉義市西區北社尾路270-282號,23.4937696,120.4229185,北湖里
10207(實價),透天厝,嘉義市嘉義市北社尾路271~300號,5.9,4房/3廳/2衛,1 /共4層,62.33,33.68,--,#NAME?,10.1萬,630萬,600台灣嘉義市西區北社尾路270-282號,23.4937696,120.4229185,北湖里
10208(實價),透天厝,嘉義市嘉義市北社尾路271~300號,9.6,3房/2廳/2衛,1 /共3層,50.95,29.41,--,#NAME?,12.8萬,650萬,600台灣嘉義市西區北社尾路270-282號,23.4937696,120.4229185,北湖里
10201(實價),華廈,嘉義市嘉義市北社尾路1~30號,19.7,3房/2廳/2衛,10 /共10層,39.63,6.24,--,#NAME?,8萬,316萬,600台灣嘉義市西區北社尾路31號,23.4916264,120.4286732,保安里
10203(實價),華廈,嘉義市嘉義市北社尾路1~30號,19.8,3房/2廳/2衛,4 /共10層,32.41,4.97,--,#NAME?,7.7萬,250萬,600台灣嘉義市西區北社尾路31號,23.4916264,120.4286732,保安里
10206(實價),華廈,嘉義市嘉義市北社尾路1~30號,20.1,0房/2廳/1衛,1 /共10層,68.98,10.51,--,#NAME?,5.4萬,370萬,600台灣嘉義市西區北社尾路31號,23.4916264,120.4286732,保安里
10207(實價),華廈,嘉義市嘉義市北社尾路1~30號,20.2,3房/2廳/2衛,9 /共10層,30.97,4.59,--,#NAME?,8.9萬,275萬,600台灣嘉義市西區北社尾路31號,23.4916264,120.4286732,保安里
10207(實價),華廈,嘉義市嘉義市北社尾路1~30號,20.2,3房/1廳/2衛,8 /共10層,39.63,6.24,--,#NAME?,8.5萬,336萬,600台灣嘉義市西區北社尾路31號,23.4916264,120.4286732,保安里
10209(實價),透天厝,嘉義市嘉義市北社尾路226巷37弄1~30號,9.3,4房/3廳/4衛,1 /共3層,25.38,24.3,--,#NAME?,22.1萬,560萬,600台灣嘉義市西區北社尾路31號,23.4916264,120.4286732,保安里
10209(實價),華廈,嘉義市嘉義市北社尾路1~30號,20.3,3房/1廳/2衛,7 /共10層,33.14,4.97,--,#NAME?,7.7萬,255萬,600台灣嘉義市西區北社尾路31號,23.4916264,120.4286732,保安里
10210(實價),華廈,嘉義市嘉義市北社尾路1~30號,20.4,2房/1廳/2衛,1 /共10層,26.16,3.69,--,#NAME?,9.9萬,260萬,600台灣嘉義市西區北社尾路31號,23.4916264,120.4286732,保安里
10204(實價),透天厝,嘉義市嘉義市北社尾路335巷61~90號,20.7,4房/2廳/3衛,1 /共4層,49.71,23.29,--,#NAME?,7.4萬,370萬,600台灣嘉義市西區北社尾路49號,23.4917998,120.4284371,保安里
10205(實價),透天厝,嘉義市嘉義市北社尾路31~60號,14.8,5房/2廳/4衛,1 /共5層,83.93,32.67,--,#NAME?,10.1萬,850萬,600台灣嘉義市西區北社尾路60號,23.4937241,120.4292108,保安里
10206(實價),透天厝,嘉義市嘉義市北社尾路246巷31~60號,0.1,4房/3廳/5衛,1 /共4層,66.09,33.31,--,#NAME?,9.3萬,616萬,600台灣嘉義市西區北社尾路60號,23.4937241,120.4292108,保安里
10202(實價),透天厝,嘉義市嘉義市北港路746巷121~150號,19.3,3房/2廳/2衛,1 /共4層,62.66,26.38,--,#NAME?,6萬,375萬,600台灣嘉義市西區北港路112號,23.4764347,120.4362182,福全里
10205(實價),透天厝,嘉義市嘉義市北港路746巷181~210號,19.6,4房/3廳/3衛,1 /共4層,63.37,26.25,--,#NAME?,5.8萬,365萬,600台灣嘉義市西區北港路177號,23.4788329,120.4319232,福全里
10206(實價),華廈,嘉義市嘉義市北港路31~60號,20.9,1房/1廳/1衛,3 /共5層,13.38,4.13,--,#NAME?,6萬,80萬,600台灣嘉義市西區北港路196-198號,23.4770479,120.4353905,福全里
10207(實價),華廈,嘉義市嘉義市福全里北港路31~60號,21,3房/2廳/2衛,5 /共5層,29.04,9.1,--,#NAME?,5.2萬,151萬,600台灣嘉義市西區北港路196-198號,23.4770479,120.4353905,福全里
10208(實價),公寓,嘉義市嘉義市北港路31~60號,21.1,3房/2廳/2衛,5 /共5層,28.01,9.47,--,#NAME?,5萬,140萬,600台灣嘉義市西區北港路196-198號,23.4770479,120.4353905,福全里
10211(實價),透天厝,嘉義市嘉義市北港路31~60號,45.4,3房/2廳/1衛,1 /共2層,29.8,30.85,--,#NAME?,10.1萬,300萬,600台灣嘉義市西區北港路196-198號,23.4770479,120.4353905,福全里
10201(實價),華廈(含車位),嘉義市嘉義市北港路241~270號,18.6,2房/2廳/3衛,1 /共10層,56.16,8.78,--,#NAME?,4.6萬,260萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10203(實價),華廈,嘉義市嘉義市北港路241~270號,18.8,3房/2廳/2衛,10 /共10層,36.9,5.77,--,#NAME?,5.4萬,200萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10204(實價),華廈,嘉義市嘉義市北港路241~270號,18.8,3房/2廳/2衛,10 /共10層,34.04,5.35,--,#NAME?,8.2萬,280萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10204(實價),華廈(含車位),嘉義市嘉義市北港路241~270號,18.8,3房/2廳/2衛,9 /共10層,36.19,5.35,--,#NAME?,8.5萬,308萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10206(實價),華廈,嘉義市嘉義市北港路241~270號,19,3房/2廳/2衛,10 /共10層,33.91,5.77,--,#NAME?,9萬,305萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10210(實價),華廈(含車位),嘉義市嘉義市北港路241~270號,19.3,3房/2廳/2衛,4 /共10層,44.63,5.77,--,#NAME?,5.8萬,260萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10210(實價),華廈,嘉義市嘉義市北港路241~270號,19.3,3房/2廳/2衛,10 /共10層,39.16,5.86,--,#NAME?,9.7萬,380萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10211(實價),華廈,嘉義市嘉義市北港路241~270號,19.4,3房/1廳/2衛,9 /共10層,33.52,5.27,--,#NAME?,9.5萬,320萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10212(實價),華廈,嘉義市嘉義市北港路241~270號,19.5,3房/2廳/2衛,5 /共10層,36.71,5.69,--,#NAME?,6.8萬,250萬,600台灣嘉義市西區北港路244號,23.4781834,120.433642,福全里
10203(實價),透天厝,嘉義市嘉義市北港路271~300號,5.3,4房/3廳/5衛,1 /共4層,76.15,28.74,--,#NAME?,20.1萬,1528萬,600台灣嘉義市西區北港路272號,23.4786398,120.4328652,福全里
10206(實價),透天厝,嘉義市嘉義市西區北港路391~420號,33.3,0房/0廳/0衛,1 /共1層,61.17,232.62,--,#NAME?,55.2萬,3378萬,600台灣嘉義市西區北港路420號,23.4831122,120.42523,福安里
10201(實價),透天厝,嘉義市嘉義市北港路481~510號,36.3,3房/2廳/2衛,1 /共2層,34.36,26.32,--,#NAME?,15.1萬,520萬,600台灣嘉義市西區北港路481號,23.4834189,120.4241817,福安里
10210(實價),華廈,嘉義市嘉義市北港路61~90號,20.8,3房/2廳/2衛,6 /共7層,33.82,6.34,--,#NAME?,7.4萬,250萬,600台灣嘉義市西區北港路63號,23.4771515,120.4350318,福全里
10212(實價),透天厝,嘉義市嘉義市北港路61~90號,29.6,4房/2廳/4衛,1 /共4層,55.21,22.08,--,#NAME?,12.1萬,670萬,600台灣嘉義市西區北港路63號,23.4771515,120.4350318,福全里
10201(實價),透天厝,嘉義市嘉義市北園街91~120號,19.3,3房/2廳/3衛,1 /共4層,62.11,22.99,--,#NAME?,9.3萬,580萬,600台灣嘉義市西區北園街91號,23.4937219,120.4246521,北湖里
10205(實價),華廈,嘉義市嘉義市北榮街121~150號,17.9,2房/2廳/1衛,8 /共8層,21.75,2.71,--,#NAME?,7.7萬,168萬,600台灣嘉義市西區北榮街78-82號,23.4807719,120.4478229,國華里
10207(實價),透天厝,嘉義市嘉義市北榮街121~150號,19.7,8房/1廳/5衛,1 /共5層,81.11,17.24,--,#NAME?,12萬,970萬,600台灣嘉義市西區北榮街78-82號,23.4807719,120.4478229,國華里
10209(實價),華廈,嘉義市嘉義市北榮街121~150號,22.7,5房/1廳/3衛,7 /共7層,85.3,12.33,--,#NAME?,4.2萬,358萬,600台灣嘉義市西區北榮街78-82號,23.4807719,120.4478229,國華里
10211(實價),辦公商業大樓,嘉義市嘉義市北榮街121~150號,22.8,0房/0廳/0衛,3 /共7層,170.59,24.65,--,#NAME?,5.1萬,870萬,600台灣嘉義市西區北榮街78-82號,23.4807719,120.4478229,國華里
10208(實價),透天厝,嘉義市嘉義市北興街365巷1~30號,45.3,2房/1廳/1衛,1 /共1層,9.53,13.31,--,#NAME?,16.8萬,160萬,600台灣嘉義市西區北興街342-1號,23.4858521,120.4376661,竹圍里
10201(實價),透天厝,嘉義市嘉義市北興街400巷1~30號,33.3,4房/2廳/4衛,1 /共2層,23.89,19.36,--,#NAME?,15.3萬,365萬,600台灣嘉義市西區北興街400巷2號,23.4869445,120.4364296,保安里
10205(實價),透天厝,嘉義市嘉義市北興街400巷1~30號,33.1,4房/2廳/3衛,1 /共2層,22.45,19.97,--,#NAME?,16萬,360萬,600台灣嘉義市西區北興街400巷2號,23.4869445,120.4364296,保安里
10210(實價),透天厝,嘉義市嘉義市北興街400巷1~30號,33.5,4房/2廳/3衛,1 /共2層,23.67,20.27,--,#NAME?,15.6萬,370萬,600台灣嘉義市西區北興街400巷2號,23.4869445,120.4364296,保安里
10207(實價),透天厝,嘉義市嘉義市北鎮街91~120號,33.2,5房/1廳/3衛,1 /共3層,55.45,20.57,--,#NAME?,8.7萬,480萬,600台灣嘉義市西區北鎮街106-108號,23.4867302,120.4317054,竹圍里
10206(實價),透天厝,嘉義市嘉義市竹子?91~120號,5.5,3房/2廳/2衛,1 /共3層,57.49,32.31,--,#NAME?,8.3萬,480萬,600台灣嘉義市西區北鎮街120巷9-124號,23.4862573,120.4315719,保福里
10211(實價),透天厝,嘉義市嘉義市保福里北鎮街91~120號,0.4,3房/3廳/3衛,1 /共3層,57.35,30.25,--,#NAME?,16.7萬,960萬,600台灣嘉義市西區北鎮街120巷9-124號,23.4862573,120.4315719,保福里
10211(實價),透天厝,嘉義市嘉義市嘉義市北鎮街120巷1~30號,42.7,2房/1廳/1衛,1 /共1層,15.54,16.33,--,#NAME?,9萬,140萬,600台灣嘉義市西區北鎮街120巷9號,23.4861607,120.4313315,保福里
10210(實價),透天厝,嘉義市嘉義市北鎮街151~180號,16.6,6房/2廳/6衛,1 /共5層,79.83,21.48,--,#NAME?,9.3萬,742萬,600台灣嘉義市西區北鎮街136-150號,23.4858972,120.4317158,竹圍里
10212(實價),透天厝,嘉義市嘉義市北鎮街151~180號,16.8,6房/3廳/5衛,1 /共5層,78.38,21.17,--,#NAME?,9.7萬,760萬,600台灣嘉義市西區北鎮街136-150號,23.4858972,120.4317158,竹圍里
10201(實價),透天厝,嘉義市嘉義市北鎮街56巷1~30號,38.1,3房/2廳/2衛,1 /共2層,26.6,22.08,--,#NAME?,12萬,320萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10202(實價),套房,嘉義市嘉義市北鎮街34巷1~30號,22.8,1房/1廳/1衛,6 /共6層,17.36,3.73,--,#NAME?,4.9萬,85萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10203(實價),透天厝,嘉義市嘉義市北鎮街148巷1~30號,39.4,2房/1廳/1衛,1 /共2層,21.65,28.74,--,#NAME?,7萬,152萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10206(實價),透天厝,嘉義市嘉義市北鎮街25巷1~30號,23,4房/2廳/5衛,1 /共4層,43.26,22.69,--,#NAME?,6.9萬,300萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10209(實價),透天厝,嘉義市嘉義市北鎮街25巷1~30號,23.3,3房/1廳/3衛,1 /共3層,41.25,23.59,--,#NAME?,11.5萬,475萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10210(實價),透天厝,嘉義市嘉義市北鎮街134巷1~30號,21.8,4房/2廳/3衛,1 /共3層,38.65,26.01,--,#NAME?,10.7萬,415萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10212(實價),華廈,嘉義市嘉義市北鎮街34巷1~30號,23.6,1房/1廳/1衛,3 /共6層,15.47,3.73,--,#NAME?,7.1萬,110萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10212(實價),透天厝,嘉義市嘉義市北鎮街56巷1~30號,38.1,3房/2廳/1衛,1 /共2層,24.77,19.97,--,#NAME?,13.5萬,335萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,竹圍里
10212(實價),透天厝,嘉義市嘉義市北鎮街134巷1~30號,22,3房/1廳/1衛,1 /共3層,38.65,26.01,--,#NAME?,13.5萬,520萬,600台灣嘉義市西區北鎮街25巷21號,23.4883155,120.4322644,磚瑤里
