年月,房屋類型,地址,屋齡,格局,出售樓層_總樓層,建物坪數,土地坪數,車位坪數,車位總價,每坪單價,成交總價,googleAPI_return_Address,lat,lng,street
10210(實價),透天厝,嘉義市嘉義市大溪路151~180號,0.2,6房/1廳/5衛,1 /共4層,46.5,26,--,#NAME?,14.5萬,676萬,600台灣嘉義市西區大溪路121-171號,23.4834687,120.4108317,大溪里
10210(實價),透天厝,嘉義市嘉義市大溪路151~180號,0.2,5房/1廳/4衛,1 /共4層,49.64,28.6,--,#NAME?,13.7萬,678萬,600台灣嘉義市西區大溪路121-171號,23.4834687,120.4108317,大溪里
10210(實價),透天厝,嘉義市嘉義市大溪路151~180號,0.2,5房/1廳/4衛,1 /共4層,46.5,25.45,--,#NAME?,14.5萬,673萬,600台灣嘉義市西區大溪路121-171號,23.4834687,120.4108317,大溪里
10204(實價),透天厝,嘉義市嘉義市大溪路211~240號,22.9,3房/2廳/2衛,1 /共2層,48.12,59.92,--,#NAME?,6.2萬,300萬,600台灣嘉義市西區大溪路211號,23.4839215,120.412134,大溪里
10204(實價),透天厝,嘉義市嘉義市大溪路465巷31~60號,7.3,4房/2廳/4衛,1 /共3層,45.35,33.21,--,#NAME?,11.2萬,508萬,600台灣嘉義市西區大溪路21號,23.4805631,120.4050576,大溪里
10205(實價),透天厝,嘉義市嘉義市大溪路319巷31~60號,0.2,0房/0廳/0衛,1 /共4層,57.62,37.64,--,#NAME?,9.9萬,570萬,600台灣嘉義市西區大溪路21號,23.4805631,120.4050576,大溪里
10205(實價),透天厝,嘉義市嘉義市大溪路319巷31~60號,0.2,0房/0廳/0衛,1 /共4層,57.88,37.26,--,#NAME?,9.8萬,570萬,600台灣嘉義市西區大溪路21號,23.4805631,120.4050576,大溪里
10205(實價),透天厝,嘉義市嘉義市大溪路319巷31~60號,0.2,0房/0廳/0衛,1 /共4層,57.58,41.47,--,#NAME?,10.6萬,608萬,600台灣嘉義市西區大溪路21號,23.4805631,120.4050576,大溪里
10205(實價),透天厝,嘉義市嘉義市大溪路319巷31~60號,0.2,0房/0廳/0衛,1 /共4層,54.44,37.96,--,#NAME?,10.3萬,560萬,600台灣嘉義市西區大溪路21號,23.4805631,120.4050576,大溪里
10205(實價),透天厝,嘉義市嘉義市大溪路319巷31~60號,0.2,0房/0廳/0衛,1 /共4層,58.86,38.27,--,#NAME?,10萬,590萬,600台灣嘉義市西區大溪路21號,23.4805631,120.4050576,大溪里
10205(實價),透天厝,嘉義市嘉義市大溪路319巷31~60號,0.2,0房/0廳/0衛,1 /共4層,51.23,36.88,--,#NAME?,11.1萬,570萬,600台灣嘉義市西區大溪路21號,23.4805631,120.4050576,大溪里
10207(實價),透天厝,嘉義市嘉義市大聖一街31~60號,10.1,5房/2廳/4衛,1 /共4層,64.42,40.94,--,#NAME?,12.7萬,820萬,600台灣嘉義市西區大聖一街31號,23.4623243,120.4217693,劉厝里
10203(實價),透天厝,嘉義市嘉義市大聖二街1~30號,0.4,4房/2廳/4衛,1 /共4層,59.7,25.69,--,#NAME?,12.1萬,725萬,600台灣嘉義市西區大聖二街12號,23.4626339,120.4209624,劉厝里
10203(實價),透天厝,嘉義市嘉義市大聖二街1~30號,0.4,4房/2廳/4衛,1 /共4層,59.7,25.68,--,#NAME?,12.4萬,738萬,600台灣嘉義市西區大聖二街12號,23.4626339,120.4209624,劉厝里
10204(實價),透天厝,嘉義市嘉義市大聖二街1~30號,0.5,5房/2廳/4衛,1 /共4層,78.79,34.53,--,#NAME?,10.6萬,835萬,600台灣嘉義市西區大聖二街12號,23.4626339,120.4209624,劉厝里
10204(實價),透天厝,嘉義市嘉義市大聖二街1~30號,0.5,4房/2廳/4衛,1 /共4層,61.65,25.69,--,#NAME?,13萬,800萬,600台灣嘉義市西區大聖二街12號,23.4626339,120.4209624,劉厝里
10209(實價),透天厝,嘉義市嘉義市劉厝里大聖三街61~90號,8.2,4房/3廳/5衛,1 /共4層,43.65,25.35,--,#NAME?,15.7萬,686萬,600台灣嘉義市西區大聖三街61號,23.462353,120.4189242,劉厝里
10209(實價),透天厝,嘉義市嘉義市大聖北街1~30號,7.8,3房/2廳/4衛,1 /共4層,57.63,30.06,--,#NAME?,12.6萬,725萬,600台灣嘉義市西區大聖北街59號,23.4623699,120.4189538,劉厝里
10210(實價),透天厝,嘉義市嘉義市大聖北街1~30號,0.2,4房/3廳/4衛,1 /共3層,55.08,36.69,--,#NAME?,14.5萬,800萬,600台灣嘉義市西區大聖北街59號,23.4623699,120.4189538,劉厝里
10210(實價),透天厝,嘉義市嘉義市大聖北街1~30號,0.2,4房/3廳/4衛,1 /共3層,55.06,37.56,--,#NAME?,13.6萬,750萬,600台灣嘉義市西區大聖北街59號,23.4623699,120.4189538,劉厝里
10210(實價),透天厝,嘉義市嘉義市大聖北街1~30號,0.2,4房/3廳/4衛,1 /共3層,54.72,37.6,--,#NAME?,14.3萬,785萬,600台灣嘉義市西區大聖北街59號,23.4623699,120.4189538,劉厝里
10210(實價),透天厝,嘉義市嘉義市大聖北街31~60號,0.2,4房/3廳/4衛,1 /共3層,55.81,37.62,--,#NAME?,15.9萬,888萬,600台灣嘉義市西區大聖北街59號,23.4623699,120.4189538,劉厝里
10212(實價),透天厝,嘉義市嘉義市大聖北街1~30號,0.3,4房/2廳/4衛,1 /共3層,54.64,35.71,--,#NAME?,15.9萬,870萬,600台灣嘉義市西區大聖北街59號,23.4623699,120.4189538,劉厝里
10211(實價),透天厝,嘉義市嘉義市大聖南街151~180號,8.3,5房/2廳/3衛,1 /共4層,51.58,29.52,--,#NAME?,12.7萬,656萬,600台灣嘉義市西區大聖南街158號,23.4608486,120.4179496,劉厝里
10203(實價),透天厝,嘉義市嘉義市西區劉厝里大聖路211~240號,5.6,4房/1廳/3衛,1 /共3層,60.92,37.49,--,#NAME?,11.3萬,688萬,600台灣嘉義市西區大聖路156-230號,23.4615405,120.4177581,劉厝里
10210(實價),透天厝,嘉義市嘉義市大聖路181~210號,6.2,4房/2廳/4衛,1 /共3層,54.34,27.17,--,#NAME?,15.3萬,830萬,600台灣嘉義市西區大聖路156號,23.4617412,120.4184082,劉厝里
10212(實價),透天厝,嘉義市嘉義市大賢路151~180號,5.1,5房/2廳/3衛,1 /共4層,63.07,35.39,--,#NAME?,13.3萬,840萬,600台灣嘉義市西區大賢路150號,23.4626254,120.4142577,劉厝里
10207(實價),透天厝,嘉義市嘉義市大賢路31~60號,7.5,4房/2廳/3衛,1 /共3層,57.16,37.06,--,#NAME?,17.5萬,1000萬,600台灣嘉義市西區大賢路31號,23.4625512,120.4161313,劉厝里
10208(實價),辦公商業大樓,嘉義市嘉義市中山路601~630號,21.5,0房/0廳/0衛,6 /共14層,433.72,41.63,--,#NAME?,6.8萬,2940萬,600台灣嘉義市西區中山路630號,23.4758267,120.4394917,書院里
10212(實價),辦公商業大樓,嘉義市嘉義市中山路601~630號,21.8,0房/0廳/0衛,8 /共14層,134.48,14.08,--,#NAME?,7.9萬,1066萬,600台灣嘉義市西區中山路630號,23.4758267,120.4394917,書院里
10201(實價),套房,嘉義市嘉義市中正路391~420號,16.8,1房/1廳/1衛,11 /共11層,4.9,0.42,--,#NAME?,11.2萬,55萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10201(實價),套房,嘉義市嘉義市中正路391~420號,16.8,1房/1廳/1衛,11 /共11層,5.07,0.35,--,#NAME?,10.8萬,55萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10204(實價),辦公商業大樓,嘉義市嘉義市中正路391~420號,17.1,1房/0廳/1衛,8 /共11層,8.94,0.39,--,#NAME?,5.5萬,49萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10205(實價),套房,嘉義市嘉義市中正路391~420號,17.2,1房/0廳/1衛,7 /共11層,8.65,0.42,--,#NAME?,6.4萬,55萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10205(實價),華廈,嘉義市嘉義市中正路391~420號,17.2,1房/1廳/1衛,7 /共11層,5.07,0.39,--,#NAME?,12.8萬,65萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10207(實價),套房,嘉義市嘉義市中正路391~420號,17.3,1房/1廳/1衛,11 /共11層,14.28,0.54,--,#NAME?,4.1萬,58萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10207(實價),套房,嘉義市嘉義市中正路391~420號,17.3,1房/0廳/1衛,8 /共11層,8.94,0.39,--,#NAME?,6.5萬,58萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10207(實價),套房,嘉義市嘉義市中正路391~420號,17.3,1房/0廳/1衛,11 /共11層,14.28,0.54,--,#NAME?,3.9萬,55萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10212(實價),套房,嘉義市嘉義市中正路391~420號,17.8,0房/0廳/1衛,8 /共11層,4.9,0.41,--,#NAME?,10.6萬,52萬,600台灣嘉義市西區中正路383-399號,23.4788021,120.4495005,文化里
10212(實價),華廈,嘉義市嘉義市中正路451~480號,18.8,3房/2廳/2衛,3 /共6層,41.45,6.83,--,#NAME?,7.7萬,320萬,600台灣嘉義市西區中正路484-486號,23.4787857,120.4480872,文化里
10203(實價),透天厝,嘉義市嘉義市中正路481~510號,45.4,3房/3廳/6衛,1 /共4層,165.09,72.5,--,#NAME?,13.9萬,2300萬,600台灣嘉義市西區中正路510號,23.4788884,120.4475944,文化里
10211(實價),透天厝,嘉義市嘉義市中正路571~600號,37.5,6房/2廳/2衛,1 /共3層,74.62,54.75,--,#NAME?,16.1萬,1205萬,600台灣嘉義市西區中正路592-602號,23.4787701,120.4453288,西榮里
10205(實價),住宅大樓(含車位),嘉義市嘉義市中興路121~150號,16.7,0房/0廳/0衛,6 /共12層,104.14,10.9,--,#NAME?,7萬,730萬,600台灣嘉義市西區中興路125號,23.4820712,120.4366963,竹圍里
10202(實價),透天厝,嘉義市嘉義市中興路535巷1~30號,0.1,4房/2廳/4衛,1 /共4層,71.15,28.74,--,#NAME?,15.2萬,1084萬,600台灣嘉義市西區中興路1號,23.480175,120.4394459,後驛里
10202(實價),透天厝,嘉義市嘉義市中興路535巷1~30號,0.1,4房/2廳/5衛,1 /共4層,71.8,28.74,--,#NAME?,15.1萬,1084萬,600台灣嘉義市西區中興路1號,23.480175,120.4394459,後驛里
10207(實價),透天厝,嘉義市嘉義市中興路726巷1~30號,6.3,4房/2廳/4衛,1 /共4層,67.51,34.62,--,#NAME?,10.8萬,730萬,600台灣嘉義市西區中興路1號,23.480175,120.4394459,後驛里
10202(實價),透天厝,嘉義市嘉義市中興路535巷31~60號,0.1,4房/2廳/4衛,1 /共4層,81.61,32.97,--,#NAME?,14萬,1138萬,600台灣嘉義市西區中興路21號,23.4803298,120.4392574,後驛里
10202(實價),透天厝,嘉義市嘉義市中興路535巷31~60號,0.1,5房/2廳/4衛,1 /共4層,82.57,32.97,--,#NAME?,13.9萬,1145萬,600台灣嘉義市西區中興路21號,23.4803298,120.4392574,後驛里
10206(實價),華廈,嘉義市嘉義市中興路31~60號,24.8,0房/0廳/0衛,10 /共10層,154.73,14.78,--,#NAME?,8.3萬,1280萬,600台灣嘉義市西區中興路21號,23.4803298,120.4392574,後驛里
10207(實價),華廈,嘉義市嘉義市中興路31~60號,24.8,1房/1廳/1衛,6 /共10層,11.26,1.03,--,#NAME?,6.9萬,77萬,600台灣嘉義市西區中興路21號,23.4803298,120.4392574,後驛里
10203(實價),透天厝,嘉義市嘉義市中興路631~660號,37.9,3房/2廳/2衛,1 /共2層,29.93,18.45,--,#NAME?,15.7萬,470萬,600台灣嘉義市西區中興路660號,23.4730467,120.4286934,磚瑤里
10201(實價),透天厝,嘉義市嘉義市中興路691~720號,5.8,3房/6廳/7衛,1 /共5層,116.61,47.79,--,#NAME?,37.7萬,4400萬,600台灣嘉義市西區中興路720號,23.4714776,120.4297641,磚瑤里
10204(實價),透天厝,嘉義市嘉義市中興路691~720號,6.1,5房/3廳/5衛,1 /共5層,78.32,24.2,--,#NAME?,18.9萬,1480萬,600台灣嘉義市西區中興路720號,23.4714776,120.4297641,磚瑤里
10202(實價),透天厝,嘉義市嘉義市五顯街61~90號,72.2,3房/2廳/1衛,1 /共1層,7.87,17.24,--,#NAME?,29.2萬,230萬,600台灣嘉義市西區五顯街102號,23.4856704,120.4450691,北榮里
10202(實價),透天厝,嘉義市嘉義市五顯街151~180號,17.7,3房/1廳/3衛,1 /共5層,69.48,20.22,--,#NAME?,3.6萬,250萬,600台灣嘉義市西區五顯街111號,23.4868272,120.4446828,北榮里
10212(實價),華廈,嘉義市嘉義市五顯街151~180號,24.1,4房/2廳/3衛,1 /共7層,78.78,15.61,--,#NAME?,7.6萬,598萬,600台灣嘉義市西區五顯街111號,23.4868272,120.4446828,北榮里
10207(實價),透天厝,嘉義市嘉義市五顯街148巷1~30號,46.2,2房/1廳/1衛,1 /共1層,23.55,26.92,--,#NAME?,6.5萬,153萬,600台灣嘉義市西區五顯街148巷21號,23.4864588,120.4455162,北榮里
10205(實價),透天厝,嘉義市嘉義市仁愛一街31~60號,12.7,3房/2廳/4衛,1 /共3層,71.47,24.2,--,#NAME?,12.9萬,920萬,600台灣嘉義市西區仁愛一街60號,23.4675846,120.4411951,自強里
10201(實價),透天厝,嘉義市嘉義市仁愛三街1~30號,0.4,4房/2廳/4衛,1 /共4層,61.28,27.55,--,#NAME?,18.9萬,1160萬,600台灣嘉義市西區仁愛三街30號,23.4669281,120.4416614,自強里
10201(實價),透天厝,嘉義市嘉義市仁愛三街1~30號,0.4,4房/2廳/4衛,1 /共5層,79.1,0,--,#NAME?,4.7萬,370萬,600台灣嘉義市西區仁愛三街30號,23.4669281,120.4416614,自強里
10203(實價),透天厝,嘉義市嘉義市仁愛三街1~30號,0.6,4房/2廳/4衛,1 /共4層,52.76,33.6,--,#NAME?,21.5萬,1132萬,600台灣嘉義市西區仁愛三街30號,23.4669281,120.4416614,自強里
10203(實價),透天厝,嘉義市嘉義市仁愛三街1~30號,0.6,4房/2廳/4衛,1 /共4層,51.04,32.09,--,#NAME?,21.6萬,1100萬,600台灣嘉義市西區仁愛三街30號,23.4669281,120.4416614,自強里
10203(實價),透天厝,嘉義市嘉義市仁愛三街31~60號,0.6,4房/2廳/4衛,1 /共4層,54.08,28.46,--,#NAME?,22.2萬,1200萬,600台灣嘉義市西區仁愛三街60號,23.4674372,120.4415948,自強里
10211(實價),透天厝,嘉義市嘉義市仁愛三街31~60號,29,0房/0廳/0衛,1 /共3層,35.84,14.07,--,#NAME?,13.4萬,480萬,600台灣嘉義市西區仁愛三街60號,23.4674372,120.4415948,自強里
10203(實價),住宅大樓(含車位),嘉義市嘉義市志昇街1~30號,8.3,3房/2廳/2衛,9 /共14層,55.55,11.43,--,#NAME?,7.4萬,410萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10205(實價),住宅大樓(含車位),嘉義市嘉義市志昇街31~60號,8.5,3房/2廳/2衛,13 /共14層,55.55,11.43,--,#NAME?,7.5萬,416萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10207(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,8.7,3房/2廳/2衛,6 /共14層,55.55,11.43,--,#NAME?,5.4萬,300萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10207(實價),住宅大樓,嘉義市嘉義市志昇街31~60號,8.7,3房/2廳/2衛,11 /共14層,55.55,11.43,--,#NAME?,7.6萬,420萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10208(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,8.8,3房/2廳/2衛,4 /共14層,32.75,11.43,--,#NAME?,13.1萬,430萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10209(實價),住宅大樓(含車位),嘉義市嘉義市志昇街1~30號,8.8,3房/2廳/2衛,8 /共14層,55.55,11.43,--,#NAME?,6.7萬,370萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10209(實價),住宅大樓(含車位),嘉義市嘉義市志昇街31~60號,8.8,3房/2廳/2衛,5 /共14層,55.55,11.43,--,#NAME?,4.3萬,240萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10209(實價),住宅大樓(含車位),嘉義市嘉義市志昇街1~30號,8.8,3房/2廳/2衛,12 /共14層,55.55,11.43,--,#NAME?,7.8萬,435萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10211(實價),透天厝,嘉義市嘉義市志昇街31~60號,7.7,7房/2廳/5衛,1 /共5層,70.29,32.01,--,#NAME?,16.6萬,1170萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10211(實價),住宅大樓(含車位),嘉義市嘉義市志昇街31~60號,9,3房/2廳/2衛,14 /共14層,55.55,11.43,--,#NAME?,7.7萬,430萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10212(實價),住宅大樓,嘉義市嘉義市志昇街1~30號,9.1,3房/2廳/2衛,11 /共14層,55.55,11.43,--,#NAME?,7.7萬,430萬,600台灣嘉義市西區仁愛路159巷22號,23.4689729,120.4422175,自強里
10201(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,8.3,3房/2廳/2衛,8 /共14層,55.95,10.33,--,#NAME?,7萬,390萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10203(實價),透天厝,嘉義市嘉義市仁愛路195巷1~30號,42.8,6房/4廳/4衛,1 /共2層,49.41,33.28,--,#NAME?,10.9萬,539萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10207(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,8.8,3房/2廳/2衛,8 /共14層,56.31,10.37,--,#NAME?,7.2萬,405萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10208(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,8.8,3房/2廳/2衛,2 /共14層,56.39,10.54,--,#NAME?,7.4萬,420萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10208(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,8.8,3房/2廳/2衛,7 /共14層,56.2,10.54,--,#NAME?,7.4萬,416萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10208(實價),套房,嘉義市嘉義市仁愛路1~30號,22,1房/1廳/1衛,5 /共7層,14.16,2.54,--,#NAME?,7.7萬,108萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10209(實價),華廈,嘉義市嘉義市仁愛路1~30號,22.1,3房/1廳/2衛,3 /共7層,14.16,2.54,--,#NAME?,8.5萬,120萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10210(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,9,3房/1廳/2衛,12 /共14層,56.57,10.57,3.93,#NAME?,6.5萬,365萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10211(實價),住宅大樓(含車位),嘉義市嘉義市仁愛路240巷1~30號,9.1,3房/2廳/2衛,2 /共14層,56.07,10.48,--,#NAME?,7.1萬,398萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10212(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,9.2,3房/2廳/2衛,13 /共14層,56.14,10.33,--,#NAME?,8.6萬,480萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10212(實價),住宅大樓,嘉義市嘉義市仁愛路240巷1~30號,9.2,3房/1廳/2衛,9 /共14層,56.39,10.54,--,#NAME?,7.8萬,440萬,600台灣嘉義市西區仁愛路1號,23.4666367,120.4406522,自強里
10202(實價),透天厝,嘉義市嘉義市垂楊里仁愛路227巷1~30號,16.7,7房/1廳/7衛,1 /共4層,39.95,19.06,--,#NAME?,17萬,680萬,600台灣嘉義市西區仁愛路227巷1號,23.4710375,120.4424087,垂楊里
10211(實價),透天厝,嘉義市嘉義市仁愛路227巷31~60號,39.5,3房/1廳/2衛,1 /共2層,27.34,22.08,--,#NAME?,10.2萬,280萬,600台灣嘉義市西區仁愛路227巷31號,23.4710582,120.4417953,垂楊里
10211(實價),透天厝,嘉義市嘉義市仁愛路237巷61~90號,41.9,3房/2廳/1衛,1 /共2層,20.7,16.64,--,#NAME?,7.2萬,150萬,600台灣嘉義市西區仁愛路237巷64號,23.4712077,120.4408936,垂楊里
10203(實價),透天厝,嘉義市嘉義市仁愛路241~270號,47.5,3房/2廳/2衛,1 /共2層,31.28,23.29,--,#NAME?,40.9萬,1280萬,600台灣嘉義市西區仁愛路241號,23.4714735,120.4425284,垂楊里
10206(實價),透天厝,嘉義市嘉義市西區垂楊里3鄰仁愛路241~270號,45.3,2房/1廳/2衛,1 /共2層,27.75,26.92,--,#NAME?,0萬,1200萬,600台灣嘉義市西區仁愛路241號,23.4714735,120.4425284,垂楊里
10212(實價),透天厝,嘉義市嘉義市仁愛路241~270號,48.6,3房/2廳/2衛,1 /共2層,38.9,39.02,--,#NAME?,16.9萬,659萬,600台灣嘉義市西區仁愛路241號,23.4714735,120.4425284,垂楊里
10201(實價),透天厝,嘉義市嘉義市仁愛路261巷31~60號,50,2房/1廳/1衛,1 /共1層,14.45,17.85,--,#NAME?,13.6萬,196萬,600台灣嘉義市西區仁愛路261巷13號,23.4716217,120.4417404,垂楊里
10202(實價),透天厝,嘉義市嘉義市仁愛路261巷31~60號,50.3,2房/1廳/1衛,1 /共1層,14.56,17.85,--,#NAME?,17.2萬,250萬,600台灣嘉義市西區仁愛路261巷13號,23.4716217,120.4417404,垂楊里
10203(實價),透天厝,嘉義市嘉義市仁愛路237巷31~60號,42,3房/1廳/2衛,1 /共2層,25.67,17.24,--,#NAME?,7.8萬,200萬,600台灣嘉義市西區仁愛路31號,23.4665753,120.441482,自強里
10202(實價),套房,嘉義市嘉義市仁愛路331~360號,17.1,1房/0廳/1衛,14 /共14層,18.4,1.86,--,#NAME?,5.2萬,96萬,600台灣嘉義市西區仁愛路398-410號,23.4736556,120.4424013,新富里
